# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000013.1	55365	55647	-							E2P69_RS14860	283		pseudo;old_locus_tag=E2P69_14880
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000013.1	55365	55647	-				type II toxin-antitoxin system RelE/ParE family toxin			E2P69_RS14860	283		pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000013.1	55702	57368	-							E2P69_RS14865	1667		partial;old_locus_tag=E2P69_14885
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000013.1	55702	57368	-	WP_145481304.1	WP_145481304.1		AAA family ATPase			E2P69_RS14865	1667	554	partial
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	1	240	+							E2P69_RS15045	240		partial;old_locus_tag=E2P69_15065
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	1	240	+	WP_186380441.1	WP_186380441.1		YadA-like family protein			E2P69_RS15045	240	79	partial
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	464	2347	+							E2P69_RS15050	1884		old_locus_tag=E2P69_15070
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	464	2347	+	WP_127172420.1	WP_127172420.1		S8 family serine peptidase			E2P69_RS15050	1884	627	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	2477	4204	+					gspE		E2P69_RS15055	1728		old_locus_tag=E2P69_15075
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	2477	4204	+	WP_014091052.1	WP_014091052.1		type II secretion system ATPase GspE	gspE		E2P69_RS15055	1728	575	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	4380	5597	+							E2P69_RS15065	1218		old_locus_tag=E2P69_15085
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	4380	5597	+	WP_003490504.1	WP_003490504.1		type II secretion system F family protein			E2P69_RS15065	1218	405	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	5868	6299	+					gspG		E2P69_RS15070	432		old_locus_tag=E2P69_15090
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	5868	6299	+	WP_003490502.1	WP_003490502.1		type II secretion system major pseudopilin GspG	gspG		E2P69_RS15070	432	143	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	6309	6818	+							E2P69_RS15075	510		old_locus_tag=E2P69_15095
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	6309	6818	+	WP_008576214.1	WP_008576214.1		GspH/FimT family pseudopilin			E2P69_RS15075	510	169	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	6815	7231	+							E2P69_RS15080	417		old_locus_tag=E2P69_15100
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	6815	7231	+	WP_008576216.1	WP_008576216.1		prepilin-type N-terminal cleavage/methylation domain-containing protein			E2P69_RS15080	417	138	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	7228	7863	+							E2P69_RS15085	636		old_locus_tag=E2P69_15105
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	7228	7863	+	WP_008576217.1	WP_008576217.1		type II secretion system protein J			E2P69_RS15085	636	211	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	7860	8711	+							E2P69_RS15090	852		old_locus_tag=E2P69_15110
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	7860	8711	+	WP_005913507.1	WP_005913507.1		general secretion pathway protein GspK			E2P69_RS15090	852	283	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	8708	9829	+							E2P69_RS15095	1122		old_locus_tag=E2P69_15115
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	8708	9829	+	WP_008576220.1	WP_008576220.1		PilN domain-containing protein			E2P69_RS15095	1122	373	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	9813	10466	+							E2P69_RS15100	654		old_locus_tag=E2P69_15120
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	9813	10466	+	WP_005913511.1	WP_005913511.1		type II secretion system protein M			E2P69_RS15100	654	217	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	10456	11253	+							E2P69_RS15105	798		old_locus_tag=E2P69_15125
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	10456	11253	+	WP_008576222.1	WP_008576222.1		hypothetical protein			E2P69_RS15105	798	265	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	11250	13553	+					gspD		E2P69_RS15110	2304		old_locus_tag=E2P69_15130
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	11250	13553	+	WP_031424343.1	WP_031424343.1		type II secretion system secretin GspD	gspD		E2P69_RS15110	2304	767	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	13550	14389	+							E2P69_RS15115	840		old_locus_tag=E2P69_15135
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	13550	14389	+	WP_008573736.1	WP_008573736.1		glycosyltransferase			E2P69_RS15115	840	279	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	14810	15538	-							E2P69_RS15120	729		old_locus_tag=E2P69_15140
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	14810	15538	-	WP_008573738.1	WP_008573738.1		UTRA domain-containing protein			E2P69_RS15120	729	242	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	15644	16219	-							E2P69_RS15125	576		old_locus_tag=E2P69_15145
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	15644	16219	-	WP_008573740.1	WP_008573740.1		nicotinamide mononucleotide transporter			E2P69_RS15125	576	191	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	16400	18562	-							E2P69_RS15130	2163		old_locus_tag=E2P69_15150
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	16400	18562	-	WP_008573741.1	WP_008573741.1		TonB-dependent receptor			E2P69_RS15130	2163	720	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	18594	19751	-							E2P69_RS15135	1158		old_locus_tag=E2P69_15155
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	18594	19751	-	WP_127172419.1	WP_127172419.1		phosphotransferase			E2P69_RS15135	1158	385	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	20356	21195	+							E2P69_RS15140	840		old_locus_tag=E2P69_15160
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	20356	21195	+	WP_011348572.1	WP_011348572.1		glycosyltransferase family 2 protein			E2P69_RS15140	840	279	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	21324	22358	+							E2P69_RS15145	1035		old_locus_tag=E2P69_15165
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	21324	22358	+	WP_164740345.1	WP_164740345.1		hypothetical protein			E2P69_RS15145	1035	344	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	22369	24276	+							E2P69_RS15150	1908		old_locus_tag=E2P69_15170
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	22369	24276	+	WP_008573752.1	WP_008573752.1		glycosyltransferase			E2P69_RS15150	1908	635	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	24326	25621	+							E2P69_RS15155	1296		old_locus_tag=E2P69_15175
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	24326	25621	+	WP_008573754.1	WP_008573754.1		hypothetical protein			E2P69_RS15155	1296	431	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	25603	26571	+							E2P69_RS15160	969		old_locus_tag=E2P69_15180
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	25603	26571	+	WP_008573755.1	WP_008573755.1		hypothetical protein			E2P69_RS15160	969	322	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	26967	28145	+					pncB		E2P69_RS15170	1179		old_locus_tag=E2P69_15190
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	26967	28145	+	WP_008573756.1	WP_008573756.1		nicotinate phosphoribosyltransferase	pncB		E2P69_RS15170	1179	392	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	28353	28808	+							E2P69_RS15175	456		old_locus_tag=E2P69_15195
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	28353	28808	+	WP_008573758.1	WP_008573758.1		hypothetical protein			E2P69_RS15175	456	151	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	28837	29313	+							E2P69_RS15180	477		old_locus_tag=E2P69_15200
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	28837	29313	+	WP_011348568.1	WP_011348568.1		hypothetical protein			E2P69_RS15180	477	158	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	29398	31542	+					bcsA		E2P69_RS15185	2145		old_locus_tag=E2P69_15205
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	29398	31542	+	WP_008573762.1	WP_008573762.1		UDP-forming cellulose synthase catalytic subunit	bcsA		E2P69_RS15185	2145	714	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	31548	33911	+					bcsB		E2P69_RS15190	2364		old_locus_tag=E2P69_15210
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	31548	33911	+	WP_074053551.1	WP_074053551.1		cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	bcsB		E2P69_RS15190	2364	787	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	33908	35089	+					bcsZ		E2P69_RS15195	1182		old_locus_tag=E2P69_15215
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	33908	35089	+	WP_008573765.1	WP_008573765.1		cellulase	bcsZ		E2P69_RS15195	1182	393	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	35071	39600	+							E2P69_RS15200	4530		old_locus_tag=E2P69_15220
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	35071	39600	+	WP_008573767.1	WP_008573767.1		cellulose biosynthesis protein BcsC			E2P69_RS15200	4530	1509	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	39833	41491	-							E2P69_RS15210	1659		old_locus_tag=E2P69_15230
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	39833	41491	-	WP_008573769.1	WP_008573769.1		serine protease			E2P69_RS15210	1659	552	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	41484	41909	-							E2P69_RS15215	426		old_locus_tag=E2P69_15235
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	41484	41909	-	WP_014091040.1	WP_014091040.1		hypothetical protein			E2P69_RS15215	426	141	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	42255	42677	+					arsC		E2P69_RS15220	423		old_locus_tag=E2P69_15240
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	42255	42677	+	WP_008573772.1	WP_008573772.1		arsenate reductase (glutaredoxin)	arsC		E2P69_RS15220	423	140	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	43013	43528	+							E2P69_RS15230	516		old_locus_tag=E2P69_15250
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	43013	43528	+	WP_008573775.1	WP_008573775.1		peptide deformylase			E2P69_RS15230	516	171	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	43736	44680	-							E2P69_RS15235	945		old_locus_tag=E2P69_15255
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	43736	44680	-	WP_008573777.1	WP_008573777.1		DegV family protein			E2P69_RS15235	945	314	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	45160	45975	+							E2P69_RS15240	816		old_locus_tag=E2P69_15260
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	45160	45975	+	WP_005920703.1	WP_005920703.1		cellulase			E2P69_RS15240	816	271	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	46362	47963	-							E2P69_RS15245	1602		old_locus_tag=E2P69_15265
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	46362	47963	-	WP_008573779.1	WP_008573779.1		Rhamnogalacturonase B			E2P69_RS15245	1602	533	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	48336	48662	-							E2P69_RS15250	327		old_locus_tag=E2P69_15270
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	48336	48662	-	WP_046932196.1	WP_046932196.1		hypothetical protein			E2P69_RS15250	327	108	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	48956	50236	-							E2P69_RS15255	1281		old_locus_tag=E2P69_15275
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	48956	50236	-	WP_008573782.1	WP_008573782.1		amidohydrolase family protein			E2P69_RS15255	1281	426	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	50233	51642	-							E2P69_RS15260	1410		old_locus_tag=E2P69_15280
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	50233	51642	-	WP_008573784.1	WP_008573784.1		amidohydrolase			E2P69_RS15260	1410	469	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	51776	52342	+							E2P69_RS15265	567		old_locus_tag=E2P69_15285
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	51776	52342	+	WP_171309855.1	WP_171309855.1		DUF924 family protein			E2P69_RS15265	567	188	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	52497	53366	-							E2P69_RS15270	870		old_locus_tag=E2P69_15290
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	52497	53366	-	WP_008573787.1	WP_008573787.1		hypothetical protein			E2P69_RS15270	870	289	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	53565	54491	-					grxD		E2P69_RS15275	927		old_locus_tag=E2P69_15295
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	53565	54491	-	WP_008573624.1	WP_008573624.1		Grx4 family monothiol glutaredoxin	grxD		E2P69_RS15275	927	308	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	54537	55328	+							E2P69_RS15280	792		old_locus_tag=E2P69_15300
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	54537	55328	+	WP_014091033.1	WP_014091033.1		polysaccharide deacetylase family protein			E2P69_RS15280	792	263	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	55476	56147	-							E2P69_RS15285	672		old_locus_tag=E2P69_15305
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	55476	56147	-	WP_008573627.1	WP_008573627.1		methyltransferase			E2P69_RS15285	672	223	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	56596	57246	-							E2P69_RS15290	651		old_locus_tag=E2P69_15310
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	56596	57246	-	WP_008573629.1	WP_008573629.1		SGNH/GDSL hydrolase family protein			E2P69_RS15290	651	216	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	57246	58517	-							E2P69_RS15295	1272		old_locus_tag=E2P69_15315
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	57246	58517	-	WP_008573631.1	WP_008573631.1		pyridoxal phosphate-dependent aminotransferase			E2P69_RS15295	1272	423	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	58671	59762	+					rsgA		E2P69_RS15300	1092		old_locus_tag=E2P69_15320
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	58671	59762	+	WP_008573633.1	WP_008573633.1		ribosome small subunit-dependent GTPase A	rsgA		E2P69_RS15300	1092	363	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	59762	61024	+							E2P69_RS15305	1263		old_locus_tag=E2P69_15325
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	59762	61024	+	WP_008573634.1	WP_008573634.1		flavohemoglobin expression-modulating QEGLA motif protein			E2P69_RS15305	1263	420	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	61316	61996	+							E2P69_RS15310	681		old_locus_tag=E2P69_15330
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	61316	61996	+	WP_008573636.1	WP_008573636.1		type 1 glutamine amidotransferase domain-containing protein			E2P69_RS15310	681	226	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	62184	64103	-							E2P69_RS15315	1920		old_locus_tag=E2P69_15335
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	62184	64103	-	WP_008573637.1	WP_008573637.1		alpha-amylase family protein			E2P69_RS15315	1920	639	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	64138	66594	-							E2P69_RS15320	2457		old_locus_tag=E2P69_15340
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	64138	66594	-	WP_008573638.1	WP_008573638.1		TonB-dependent receptor			E2P69_RS15320	2457	818	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	66861	68186	+							E2P69_RS15325	1326		old_locus_tag=E2P69_15345
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	66861	68186	+	WP_008573639.1	WP_008573639.1		MFS transporter			E2P69_RS15325	1326	441	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	68378	69409	-							E2P69_RS15330	1032		old_locus_tag=E2P69_15350
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	68378	69409	-	WP_008573641.1	WP_008573641.1		LacI family DNA-binding transcriptional regulator			E2P69_RS15330	1032	343	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	69650	70390	-					phbB		E2P69_RS15335	741		old_locus_tag=E2P69_15355
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	69650	70390	-	WP_005912059.1	WP_005912059.1		acetoacetyl-CoA reductase	phbB		E2P69_RS15335	741	246	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	70576	71961	-							E2P69_RS15340	1386		old_locus_tag=E2P69_15360
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000015.1	70576	71961	-	WP_074053351.1	WP_074053351.1		CitMHS family transporter			E2P69_RS15340	1386	461	
